dyad,id1,id2,Species,Population,group,year,id1_age,id2_age,id1_proplact,id2_proplact,hrsobs,rank1,rank2,appr,groom,aggr,kincat2,rankdiff
EY_NF_1999_GI_NF_1997,EY_NF_1999,GI_NF_1997,Papio_ursinus,Moremi,C Group,2006,6.69,8.81,0.00,0.00,5.77,0.66,0.05,0,0,0,Non-kin,-0.61
EY_NF_1999_GI_NF_1997,EY_NF_1999,GI_NF_1997,Papio_ursinus,Moremi,C Group,2005,5.69,7.81,0.18,0.41,5.84,0.74,0.07,6,0,0,Non-kin,-0.67
EY_NF_1999_GI_NF_1997,EY_NF_1999,GI_NF_1997,Papio_ursinus,Moremi,C Group,2004,4.69,6.81,0.00,0.67,10.73,0.74,0.15,3,1,0,Non-kin,-0.59
EY_NF_1999_HL_NF_1987,EY_NF_1999,HL_NF_1987,Papio_ursinus,Moremi,C Group,2004,4.69,17.34,0.00,0.74,17.28,0.74,0.04,5,0,0,Non-kin,-0.70
EY_NF_1999_HN_NF_1986,EY_NF_1999,HN_NF_1986,Papio_ursinus,Moremi,C Group,2004,4.69,17.92,0.00,0.03,11.13,0.74,0.11,2,0,0,Non-kin,-0.63
EY_NF_1999_JK_NF_1994,EY_NF_1999,JK_NF_1994,Papio_ursinus,Moremi,C Group,2005,5.69,10.69,0.18,0.27,5.47,0.74,0.14,7,0,0,Non-kin,-0.60
EY_NF_1999_JK_NF_1994,EY_NF_1999,JK_NF_1994,Papio_ursinus,Moremi,C Group,2004,4.69,9.69,0.00,0.00,16.94,0.74,0.24,9,4,1,Non-kin,-0.50
EY_NF_1999_JK_NF_1994,EY_NF_1999,JK_NF_1994,Papio_ursinus,Moremi,C Group,2006,6.69,11.69,0.91,0.00,29.99,0.66,0.11,2,1,1,Non-kin,-0.55
EY_NF_1999_JK_NF_1994,EY_NF_1999,JK_NF_1994,Papio_ursinus,Moremi,C Group,2007,7.69,12.69,0.06,0.02,59.95,0.64,0.09,4,0,0,Non-kin,-0.55
EY_NF_1999_LK_NF_1988,EY_NF_1999,LK_NF_1988,Papio_ursinus,Moremi,C Group,2005,5.69,17.41,0.18,0.28,6.01,0.74,0.40,4,0,1,Non-kin,-0.34
EY_NF_1999_LK_NF_1988,EY_NF_1999,LK_NF_1988,Papio_ursinus,Moremi,C Group,2004,4.69,16.41,0.00,0.12,16.78,0.74,0.46,3,0,0,Non-kin,-0.28
EY_NF_1999_LK_NF_1988,EY_NF_1999,LK_NF_1988,Papio_ursinus,Moremi,C Group,2006,6.69,18.41,0.91,0.00,29.42,0.66,0.38,5,1,0,Non-kin,-0.28
EY_NF_1999_LK_NF_1988,EY_NF_1999,LK_NF_1988,Papio_ursinus,Moremi,C Group,2007,7.69,19.41,0.06,0.10,59.86,0.64,0.35,7,1,0,Non-kin,-0.29
EY_NF_1999_LN_NF_1998,EY_NF_1999,LN_NF_1998,Papio_ursinus,Moremi,C Group,2005,5.69,7.50,0.18,0.18,5.85,0.74,0.27,9,0,1,Non-kin,-0.47
EY_NF_1999_LN_NF_1998,EY_NF_1999,LN_NF_1998,Papio_ursinus,Moremi,C Group,2004,4.69,6.50,0.00,0.00,16.97,0.74,0.35,2,0,0,Non-kin,-0.39
EY_NF_1999_LN_NF_1998,EY_NF_1999,LN_NF_1998,Papio_ursinus,Moremi,C Group,2006,6.69,8.50,0.91,0.00,30.52,0.66,0.19,3,1,1,Non-kin,-0.47
EY_NF_1999_LN_NF_1998,EY_NF_1999,LN_NF_1998,Papio_ursinus,Moremi,C Group,2007,7.69,9.49,0.06,0.00,59.50,0.64,0.15,11,0,0,Non-kin,-0.49
EY_NF_1999_LS_NF_1997,EY_NF_1999,LS_NF_1997,Papio_ursinus,Moremi,C Group,2005,5.69,7.64,0.18,0.00,5.64,0.74,0.48,3,0,0,Non-kin,-0.26
EY_NF_1999_LS_NF_1997,EY_NF_1999,LS_NF_1997,Papio_ursinus,Moremi,C Group,2004,4.69,6.64,0.00,0.00,10.83,0.74,0.52,3,0,0,Non-kin,-0.22
EY_NF_1999_LS_NF_1997,EY_NF_1999,LS_NF_1997,Papio_ursinus,Moremi,C Group,2006,6.69,8.64,0.91,0.00,29.12,0.66,0.43,5,1,1,Non-kin,-0.23
EY_NF_1999_LS_NF_1997,EY_NF_1999,LS_NF_1997,Papio_ursinus,Moremi,C Group,2007,7.69,9.64,0.06,0.01,59.37,0.64,0.40,4,1,0,Non-kin,-0.24
EY_NF_1999_LX_NF_1988,EY_NF_1999,LX_NF_1988,Papio_ursinus,Moremi,C Group,2005,5.69,16.58,0.18,0.50,5.67,0.74,0.81,4,0,0,Non-kin,0.07
EY_NF_1999_LX_NF_1988,EY_NF_1999,LX_NF_1988,Papio_ursinus,Moremi,C Group,2004,4.69,15.58,0.00,0.09,16.14,0.74,0.76,3,0,0,Non-kin,0.02
EY_NF_1999_LX_NF_1988,EY_NF_1999,LX_NF_1988,Papio_ursinus,Moremi,C Group,2006,6.69,17.58,0.91,0.00,30.34,0.66,0.74,2,0,0,Non-kin,0.08
EY_NF_1999_LX_NF_1988,EY_NF_1999,LX_NF_1988,Papio_ursinus,Moremi,C Group,2007,7.69,18.58,0.06,0.63,58.93,0.64,0.69,6,0,0,Non-kin,0.05
EY_NF_1999_LZ_NF_1995,EY_NF_1999,LZ_NF_1995,Papio_ursinus,Moremi,C Group,2005,5.69,9.99,0.18,0.14,5.17,0.74,0.46,5,0,0,Non-kin,-0.28
EY_NF_1999_LZ_NF_1995,EY_NF_1999,LZ_NF_1995,Papio_ursinus,Moremi,C Group,2004,4.69,8.99,0.00,0.38,16.98,0.74,0.52,19,0,0,Non-kin,-0.22
EY_NF_1999_MA_NF_2002,EY_NF_1999,MA_NF_2002,Papio_ursinus,Moremi,C Group,2006,6.69,3.87,0.91,0.00,13.19,0.66,0.81,2,0,0,Non-kin,0.15
EY_NF_1999_MA_NF_2002,EY_NF_1999,MA_NF_2002,Papio_ursinus,Moremi,C Group,2007,7.69,4.87,0.06,0.00,43.16,0.64,0.77,12,2,0,Non-kin,0.13
EY_NF_1999_NX_NF_2000,EY_NF_1999,NX_NF_2000,Papio_ursinus,Moremi,C Group,2005,5.69,4.58,0.18,0.00,5.99,0.74,0.83,4,0,0,Non-kin,0.09
EY_NF_1999_NX_NF_2000,EY_NF_1999,NX_NF_2000,Papio_ursinus,Moremi,C Group,2006,6.69,5.58,0.91,0.00,30.48,0.66,0.78,1,1,0,Non-kin,0.12
EY_NF_1999_NX_NF_2000,EY_NF_1999,NX_NF_2000,Papio_ursinus,Moremi,C Group,2007,7.69,6.58,0.06,0.58,57.24,0.64,0.73,15,0,0,Non-kin,0.09
EY_NF_1999_PM_NF_1996,EY_NF_1999,PM_NF_1996,Papio_ursinus,Moremi,C Group,2005,5.69,9.49,0.18,0.59,5.84,0.74,0.96,4,1,0,Non-kin,0.22
EY_NF_1999_PM_NF_1996,EY_NF_1999,PM_NF_1996,Papio_ursinus,Moremi,C Group,2004,4.69,8.49,0.00,0.22,16.46,0.74,0.95,4,1,0,Non-kin,0.21
EY_NF_1999_PM_NF_1996,EY_NF_1999,PM_NF_1996,Papio_ursinus,Moremi,C Group,2006,6.69,10.49,0.91,0.05,30.11,0.66,0.94,8,0,0,Non-kin,0.28
EY_NF_1999_PM_NF_1996,EY_NF_1999,PM_NF_1996,Papio_ursinus,Moremi,C Group,2007,7.69,11.49,0.06,0.64,59.23,0.64,0.92,8,0,0,Non-kin,0.28
EY_NF_1999_RU_NF_2000,EY_NF_1999,RU_NF_2000,Papio_ursinus,Moremi,C Group,2005,5.69,4.73,0.18,0.00,5.65,0.74,0.61,3,4,0,Non-kin,-0.13
EY_NF_1999_RU_NF_2000,EY_NF_1999,RU_NF_2000,Papio_ursinus,Moremi,C Group,2006,6.69,5.72,0.91,0.02,29.68,0.66,0.57,3,0,0,Non-kin,-0.09
EY_NF_1999_RU_NF_2000,EY_NF_1999,RU_NF_2000,Papio_ursinus,Moremi,C Group,2007,7.69,6.72,0.06,0.00,57.53,0.64,0.52,8,1,4,Non-kin,-0.12
EY_NF_1999_SI_NF_2002,EY_NF_1999,SI_NF_2002,Papio_ursinus,Moremi,C Group,2006,6.69,4.18,0.91,0.00,17.87,0.66,0.96,2,0,0,Non-kin,0.30
EY_NF_1999_SI_NF_2002,EY_NF_1999,SI_NF_2002,Papio_ursinus,Moremi,C Group,2007,7.69,5.18,0.06,0.00,44.40,0.64,0.96,4,0,0,Non-kin,0.32
EY_NF_1999_SK_NF_2002,EY_NF_1999,SK_NF_2002,Papio_ursinus,Moremi,C Group,2006,6.69,3.98,0.91,0.00,16.46,0.66,0.85,4,0,1,Non-kin,0.19
EY_NF_1999_SK_NF_2002,EY_NF_1999,SK_NF_2002,Papio_ursinus,Moremi,C Group,2007,7.69,4.98,0.06,0.00,43.89,0.64,0.84,4,0,0,Non-kin,0.20
EY_NF_1999_SL_NF_1989,EY_NF_1999,SL_NF_1989,Papio_ursinus,Moremi,C Group,2005,5.69,16.25,0.18,0.14,5.36,0.74,1.00,1,0,0,Non-kin,0.26
EY_NF_1999_SL_NF_1989,EY_NF_1999,SL_NF_1989,Papio_ursinus,Moremi,C Group,2004,4.69,15.25,0.00,0.38,16.97,0.74,1.00,1,0,0,Non-kin,0.26
EY_NF_1999_SL_NF_1989,EY_NF_1999,SL_NF_1989,Papio_ursinus,Moremi,C Group,2006,6.69,17.25,0.91,0.77,29.90,0.66,1.00,14,1,0,Non-kin,0.34
EY_NF_1999_SL_NF_1989,EY_NF_1999,SL_NF_1989,Papio_ursinus,Moremi,C Group,2007,7.69,18.25,0.06,0.19,58.92,0.64,1.00,3,0,0,Non-kin,0.36
EY_NF_1999_SR_NF_1989,EY_NF_1999,SR_NF_1989,Papio_ursinus,Moremi,C Group,2004,4.69,14.92,0.00,0.00,3.03,0.74,0.84,0,0,0,Non-kin,0.10
EY_NF_1999_SW_NF_1992,EY_NF_1999,SW_NF_1992,Papio_ursinus,Moremi,C Group,2005,5.69,12.66,0.18,0.00,5.46,0.74,0.91,2,1,0,Non-kin,0.17
EY_NF_1999_SW_NF_1992,EY_NF_1999,SW_NF_1992,Papio_ursinus,Moremi,C Group,2004,4.69,11.66,0.00,0.00,16.96,0.74,0.89,0,0,0,Non-kin,0.15
EY_NF_1999_SW_NF_1992,EY_NF_1999,SW_NF_1992,Papio_ursinus,Moremi,C Group,2006,6.69,13.66,0.91,0.72,30.10,0.66,0.90,10,0,0,Non-kin,0.24
EY_NF_1999_SW_NF_1992,EY_NF_1999,SW_NF_1992,Papio_ursinus,Moremi,C Group,2007,7.69,14.66,0.06,0.00,59.13,0.64,0.88,2,7,0,Non-kin,0.24
EY_NF_1999_SY_NF_1982,EY_NF_1999,SY_NF_1982,Papio_ursinus,Moremi,C Group,2005,5.69,22.92,0.18,0.00,5.64,0.74,0.87,3,4,0,Non-kin,0.13
EY_NF_1999_SY_NF_1982,EY_NF_1999,SY_NF_1982,Papio_ursinus,Moremi,C Group,2004,4.69,21.92,0.00,0.00,16.49,0.74,0.80,0,0,0,Non-kin,0.06
EY_NF_1999_SY_NF_1982,EY_NF_1999,SY_NF_1982,Papio_ursinus,Moremi,C Group,2006,6.69,23.92,0.91,0.00,30.42,0.66,0.83,3,0,0,Non-kin,0.17
EY_NF_1999_SY_NF_1982,EY_NF_1999,SY_NF_1982,Papio_ursinus,Moremi,C Group,2007,7.69,24.91,0.06,0.00,52.35,0.64,0.77,2,2,0,Non-kin,0.13
EY_NF_1999_TS_NF_2001,EY_NF_1999,TS_NF_2001,Papio_ursinus,Moremi,C Group,2006,6.69,5.10,0.00,0.00,18.92,0.66,0.05,0,0,0,Non-kin,-0.61
EY_NF_1999_TS_NF_2001,EY_NF_1999,TS_NF_2001,Papio_ursinus,Moremi,C Group,2007,7.69,6.10,0.06,0.00,42.55,0.64,0.04,3,1,0,Non-kin,-0.60
EY_NF_1999_VD_NF_1999,EY_NF_1999,VD_NF_1999,Papio_ursinus,Moremi,C Group,2005,5.69,6.00,0.18,0.00,5.67,0.74,0.60,8,0,0,Non-kin,-0.14
EY_NF_1999_VD_NF_1999,EY_NF_1999,VD_NF_1999,Papio_ursinus,Moremi,C Group,2004,4.69,5.00,0.00,0.00,16.70,0.74,0.57,8,0,1,Non-kin,-0.17
EY_NF_1999_VD_NF_1999,EY_NF_1999,VD_NF_1999,Papio_ursinus,Moremi,C Group,2006,6.69,7.00,0.91,0.00,29.70,0.66,0.61,9,2,0,Non-kin,-0.05
EY_NF_1999_VD_NF_1999,EY_NF_1999,VD_NF_1999,Papio_ursinus,Moremi,C Group,2007,7.69,8.00,0.06,0.14,60.47,0.64,0.56,33,7,0,Non-kin,-0.08
EY_NF_1999_WS_NF_1999,EY_NF_1999,WS_NF_1999,Papio_ursinus,Moremi,C Group,2005,5.69,5.80,0.18,0.00,6.00,0.74,0.32,4,0,0,Non-kin,-0.42
EY_NF_1999_WS_NF_1999,EY_NF_1999,WS_NF_1999,Papio_ursinus,Moremi,C Group,2004,4.69,4.80,0.00,0.00,16.44,0.74,0.39,7,8,0,Non-kin,-0.35
EY_NF_1999_WS_NF_1999,EY_NF_1999,WS_NF_1999,Papio_ursinus,Moremi,C Group,2006,6.69,6.80,0.91,0.33,30.18,0.66,0.24,18,0,0,Non-kin,-0.42
EY_NF_1999_WS_NF_1999,EY_NF_1999,WS_NF_1999,Papio_ursinus,Moremi,C Group,2007,7.69,7.80,0.06,0.07,59.83,0.64,0.19,13,1,0,Non-kin,-0.45
AA_NF_1994_GI_NF_1997,GI_NF_1997,AA_NF_1994,Papio_ursinus,Moremi,C Group,2005,7.81,10.75,0.00,0.00,5.83,0.07,0.18,0,0,0,Non-kin,0.11
AA_NF_1994_GI_NF_1997,GI_NF_1997,AA_NF_1994,Papio_ursinus,Moremi,C Group,2006,8.81,11.75,0.00,0.00,6.35,0.05,0.15,0,0,0,Non-kin,0.10
AA_NF_1994_GI_NF_1997,GI_NF_1997,AA_NF_1994,Papio_ursinus,Moremi,C Group,2003,5.81,8.75,0.00,0.00,6.36,0.54,0.25,0,0,0,Non-kin,-0.29
AA_NF_1994_GI_NF_1997,GI_NF_1997,AA_NF_1994,Papio_ursinus,Moremi,C Group,2004,6.81,9.75,0.00,0.00,11.61,0.15,0.39,0,0,0,Non-kin,0.24
AC_NF_1989_GI_NF_1997,GI_NF_1997,AC_NF_1989,Papio_ursinus,Moremi,C Group,2003,5.81,13.66,0.00,0.00,0.68,0.54,0.25,0,0,0,Non-kin,-0.29
AZ_NF_1995_GI_NF_1997,GI_NF_1997,AZ_NF_1995,Papio_ursinus,Moremi,C Group,2003,5.81,7.60,0.00,0.00,5.73,0.54,0.20,0,0,0,Non-kin,-0.34
AZ_NF_1995_GI_NF_1997,GI_NF_1997,AZ_NF_1995,Papio_ursinus,Moremi,C Group,2005,7.81,9.60,0.41,0.00,5.93,0.07,0.30,1,0,0,Non-kin,0.23
AZ_NF_1995_GI_NF_1997,GI_NF_1997,AZ_NF_1995,Papio_ursinus,Moremi,C Group,2006,8.81,10.60,1.00,0.71,6.70,0.05,0.30,2,0,0,Non-kin,0.25
AZ_NF_1995_GI_NF_1997,GI_NF_1997,AZ_NF_1995,Papio_ursinus,Moremi,C Group,2004,6.81,8.60,0.00,0.00,11.19,0.15,0.36,0,0,0,Non-kin,0.21
BA_NF_2001_GI_NF_1997,GI_NF_1997,BA_NF_2001,Papio_ursinus,Moremi,C Group,2006,8.81,5.08,1.00,0.00,5.32,0.05,0.36,1,0,0,Non-kin,0.31
BE_NF_1998_GI_NF_1997,GI_NF_1997,BE_NF_1998,Papio_ursinus,Moremi,C Group,2005,7.81,6.73,0.00,0.00,5.89,0.07,0.76,0,0,0,Non-kin,0.69
BE_NF_1998_GI_NF_1997,GI_NF_1997,BE_NF_1998,Papio_ursinus,Moremi,C Group,2006,8.81,7.73,0.00,0.00,6.70,0.05,0.69,0,0,0,Non-kin,0.64
BE_NF_1998_GI_NF_1997,GI_NF_1997,BE_NF_1998,Papio_ursinus,Moremi,C Group,2004,6.81,5.73,0.00,0.00,10.72,0.15,0.78,0,0,0,Non-kin,0.63
BL_NF_1988_GI_NF_1997,GI_NF_1997,BL_NF_1988,Papio_ursinus,Moremi,C Group,2005,7.81,17.41,0.41,0.23,4.71,0.07,0.26,1,0,0,Non-kin,0.19
BL_NF_1988_GI_NF_1997,GI_NF_1997,BL_NF_1988,Papio_ursinus,Moremi,C Group,2003,5.81,15.41,0.00,0.11,6.93,0.54,0.16,4,0,0,Non-kin,-0.38
BL_NF_1988_GI_NF_1997,GI_NF_1997,BL_NF_1988,Papio_ursinus,Moremi,C Group,2004,6.81,16.41,0.67,0.24,11.99,0.15,0.31,3,0,0,Non-kin,0.16
CC_NF_1996_GI_NF_1997,GI_NF_1997,CC_NF_1996,Papio_ursinus,Moremi,C Group,2003,5.81,6.72,0.00,0.00,2.03,0.54,0.65,0,0,0,Non-kin,0.11
CD_NF_1998_GI_NF_1997,GI_NF_1997,CD_NF_1998,Papio_ursinus,Moremi,C Group,2005,7.81,6.51,0.00,0.00,5.33,0.07,0.65,0,0,0,Non-kin,0.58
CD_NF_1998_GI_NF_1997,GI_NF_1997,CD_NF_1998,Papio_ursinus,Moremi,C Group,2006,8.81,7.51,1.00,0.00,6.21,0.05,0.53,1,0,0,Non-kin,0.48
CD_NF_1998_GI_NF_1997,GI_NF_1997,CD_NF_1998,Papio_ursinus,Moremi,C Group,2004,6.81,5.51,0.67,0.00,11.07,0.15,0.70,4,0,0,Non-kin,0.55
CH_NF_1992_GI_NF_1997,GI_NF_1997,CH_NF_1992,Papio_ursinus,Moremi,C Group,2003,5.81,10.79,0.00,0.14,6.78,0.54,0.48,2,0,0,Non-kin,-0.06
CH_NF_1992_GI_NF_1997,GI_NF_1997,CH_NF_1992,Papio_ursinus,Moremi,C Group,2004,6.81,11.79,0.00,0.00,6.91,0.15,0.63,0,0,0,Non-kin,0.48
CM_NF_1995_GI_NF_1997,GI_NF_1997,CM_NF_1995,Papio_ursinus,Moremi,C Group,2005,7.81,9.53,0.00,0.00,5.36,0.07,0.56,0,0,0,Non-kin,0.49
CM_NF_1995_GI_NF_1997,GI_NF_1997,CM_NF_1995,Papio_ursinus,Moremi,C Group,2003,5.81,7.53,0.00,0.00,5.62,0.54,0.43,0,0,0,Non-kin,-0.11
CM_NF_1995_GI_NF_1997,GI_NF_1997,CM_NF_1995,Papio_ursinus,Moremi,C Group,2004,6.81,8.53,0.67,0.12,11.03,0.15,0.58,3,0,0,Non-kin,0.43
CO_NF_1996_GI_NF_1997,GI_NF_1997,CO_NF_1996,Papio_ursinus,Moremi,C Group,2003,5.81,6.78,0.00,0.00,1.62,0.54,0.56,0,0,0,Non-kin,0.02
CO_NF_1996_GI_NF_1997,GI_NF_1997,CO_NF_1996,Papio_ursinus,Moremi,C Group,2004,6.81,7.79,0.00,0.00,5.13,0.15,0.68,0,0,0,Non-kin,0.53
CO_NF_1996_GI_NF_1997,GI_NF_1997,CO_NF_1996,Papio_ursinus,Moremi,C Group,2005,7.81,8.79,0.41,0.56,5.66,0.07,0.60,2,0,0,Non-kin,0.53
CO_NF_1996_GI_NF_1997,GI_NF_1997,CO_NF_1996,Papio_ursinus,Moremi,C Group,2006,8.81,9.79,1.00,0.00,5.83,0.05,0.48,2,0,0,Non-kin,0.43
CP_NF_1995_GI_NF_1997,GI_NF_1997,CP_NF_1995,Papio_ursinus,Moremi,C Group,2005,7.81,9.83,0.41,0.00,4.13,0.07,0.13,2,0,0,Non-kin,0.06
CP_NF_1995_GI_NF_1997,GI_NF_1997,CP_NF_1995,Papio_ursinus,Moremi,C Group,2003,5.81,7.83,0.00,0.00,6.21,0.54,0.03,6,0,0,Non-kin,-0.51
CP_NF_1995_GI_NF_1997,GI_NF_1997,CP_NF_1995,Papio_ursinus,Moremi,C Group,2004,6.81,8.83,0.00,0.00,11.57,0.15,0.20,0,0,0,Non-kin,0.05
CT_NF_1989_GI_NF_1997,GI_NF_1997,CT_NF_1989,Papio_ursinus,Moremi,C Group,2005,7.81,16.08,0.41,0.00,5.65,0.07,0.04,4,0,0,Non-kin,-0.03
CT_NF_1989_GI_NF_1997,GI_NF_1997,CT_NF_1989,Papio_ursinus,Moremi,C Group,2003,5.81,14.08,0.00,0.12,6.18,0.54,0.49,2,0,0,Non-kin,-0.05
CT_NF_1989_GI_NF_1997,GI_NF_1997,CT_NF_1989,Papio_ursinus,Moremi,C Group,2006,8.81,17.08,1.00,0.54,6.40,0.05,0.01,1,0,0,Non-kin,-0.04
CT_NF_1989_GI_NF_1997,GI_NF_1997,CT_NF_1989,Papio_ursinus,Moremi,C Group,2004,6.81,15.08,0.67,0.29,11.47,0.15,0.01,6,1,1,Non-kin,-0.14
DO_NF_1999_GI_NF_1997,GI_NF_1997,DO_NF_1999,Papio_ursinus,Moremi,C Group,2006,8.81,6.74,0.00,0.00,6.01,0.05,0.30,0,0,0,Non-kin,0.25
EY_NF_1999_GI_NF_1997,GI_NF_1997,EY_NF_1999,Papio_ursinus,Moremi,C Group,2006,8.81,6.69,0.00,0.00,5.77,0.05,0.66,0,0,0,Non-kin,0.61
EY_NF_1999_GI_NF_1997,GI_NF_1997,EY_NF_1999,Papio_ursinus,Moremi,C Group,2005,7.81,5.69,0.00,0.00,5.84,0.07,0.74,0,0,0,Non-kin,0.67
EY_NF_1999_GI_NF_1997,GI_NF_1997,EY_NF_1999,Papio_ursinus,Moremi,C Group,2004,6.81,4.69,0.00,0.00,10.73,0.15,0.74,0,0,0,Non-kin,0.59
GI_NF_1997_HL_NF_1987,GI_NF_1997,HL_NF_1987,Papio_ursinus,Moremi,C Group,2003,5.81,16.33,0.00,0.06,6.61,0.54,0.64,1,0,0,Non-kin,0.10
GI_NF_1997_HL_NF_1987,GI_NF_1997,HL_NF_1987,Papio_ursinus,Moremi,C Group,2004,6.81,17.34,0.67,0.74,11.69,0.15,0.04,8,0,1,Non-kin,-0.11
GI_NF_1997_HN_NF_1986,GI_NF_1997,HN_NF_1986,Papio_ursinus,Moremi,C Group,2004,6.81,17.92,0.67,0.03,5.40,0.15,0.11,1,0,0,Mother-daughter,-0.04
GI_NF_1997_HN_NF_1986,GI_NF_1997,HN_NF_1986,Papio_ursinus,Moremi,C Group,2003,5.81,16.91,0.00,0.00,5.74,0.54,0.55,0,0,0,Mother-daughter,0.01
GI_NF_1997_HS_NF_1994,GI_NF_1997,HS_NF_1994,Papio_ursinus,Moremi,C Group,2003,5.81,8.55,0.00,0.00,1.52,0.54,0.51,2,0,1,Non-kin,-0.03
GI_NF_1997_JK_NF_1994,GI_NF_1997,JK_NF_1994,Papio_ursinus,Moremi,C Group,2005,7.81,10.69,0.41,0.27,5.48,0.07,0.14,2,1,0,Non-kin,0.07
GI_NF_1997_JK_NF_1994,GI_NF_1997,JK_NF_1994,Papio_ursinus,Moremi,C Group,2006,8.81,11.69,0.00,0.00,6.66,0.05,0.11,0,0,0,Non-kin,0.06
GI_NF_1997_JK_NF_1994,GI_NF_1997,JK_NF_1994,Papio_ursinus,Moremi,C Group,2003,5.81,8.69,0.00,0.08,6.71,0.54,0.11,1,0,0,Non-kin,-0.43
GI_NF_1997_JK_NF_1994,GI_NF_1997,JK_NF_1994,Papio_ursinus,Moremi,C Group,2004,6.81,9.69,0.00,0.00,11.36,0.15,0.24,0,0,0,Non-kin,0.09
GI_NF_1997_JN_NF_1986,GI_NF_1997,JN_NF_1986,Papio_ursinus,Moremi,C Group,2003,5.81,16.75,0.00,0.00,1.96,0.54,0.04,0,0,0,Non-kin,-0.50
GI_NF_1997_JO_NF_1992,GI_NF_1997,JO_NF_1992,Papio_ursinus,Moremi,C Group,2003,5.81,10.98,0.00,0.00,0.69,0.54,0.32,0,0,0,Non-kin,-0.22
GI_NF_1997_LK_NF_1988,GI_NF_1997,LK_NF_1988,Papio_ursinus,Moremi,C Group,2006,8.81,18.41,1.00,0.00,5.61,0.05,0.38,1,0,0,Non-kin,0.33
GI_NF_1997_LK_NF_1988,GI_NF_1997,LK_NF_1988,Papio_ursinus,Moremi,C Group,2005,7.81,17.41,0.00,0.00,6.01,0.07,0.40,0,0,0,Non-kin,0.33
GI_NF_1997_LK_NF_1988,GI_NF_1997,LK_NF_1988,Papio_ursinus,Moremi,C Group,2003,5.81,15.41,0.00,0.00,6.64,0.54,0.34,3,0,0,Non-kin,-0.20
GI_NF_1997_LK_NF_1988,GI_NF_1997,LK_NF_1988,Papio_ursinus,Moremi,C Group,2004,6.81,16.41,0.00,0.00,11.19,0.15,0.46,0,0,0,Non-kin,0.31
GI_NF_1997_LN_NF_1998,GI_NF_1997,LN_NF_1998,Papio_ursinus,Moremi,C Group,2005,7.81,7.50,0.41,0.18,5.86,0.07,0.27,5,0,0,Non-kin,0.20
GI_NF_1997_LN_NF_1998,GI_NF_1997,LN_NF_1998,Papio_ursinus,Moremi,C Group,2006,8.81,8.50,0.00,0.00,6.44,0.05,0.19,0,0,0,Non-kin,0.14
GI_NF_1997_LN_NF_1998,GI_NF_1997,LN_NF_1998,Papio_ursinus,Moremi,C Group,2004,6.81,6.50,0.67,0.00,11.38,0.15,0.35,1,2,0,Non-kin,0.20
GI_NF_1997_LS_NF_1997,GI_NF_1997,LS_NF_1997,Papio_ursinus,Moremi,C Group,2004,6.81,6.64,0.67,0.00,5.25,0.15,0.52,1,0,0,Non-kin,0.37
GI_NF_1997_LS_NF_1997,GI_NF_1997,LS_NF_1997,Papio_ursinus,Moremi,C Group,2006,8.81,8.64,0.00,0.00,5.46,0.05,0.43,0,0,0,Non-kin,0.38
GI_NF_1997_LS_NF_1997,GI_NF_1997,LS_NF_1997,Papio_ursinus,Moremi,C Group,2005,7.81,7.64,0.41,0.00,5.65,0.07,0.48,1,0,0,Non-kin,0.41
GI_NF_1997_LX_NF_1988,GI_NF_1997,LX_NF_1988,Papio_ursinus,Moremi,C Group,2005,7.81,16.58,0.00,0.00,5.68,0.07,0.81,0,0,0,Non-kin,0.74
GI_NF_1997_LX_NF_1988,GI_NF_1997,LX_NF_1988,Papio_ursinus,Moremi,C Group,2006,8.81,17.58,1.00,0.00,6.11,0.05,0.74,2,0,0,Non-kin,0.69
GI_NF_1997_LX_NF_1988,GI_NF_1997,LX_NF_1988,Papio_ursinus,Moremi,C Group,2003,5.81,14.58,0.00,0.00,6.26,0.54,0.77,0,0,0,Non-kin,0.23
GI_NF_1997_LX_NF_1988,GI_NF_1997,LX_NF_1988,Papio_ursinus,Moremi,C Group,2004,6.81,15.58,0.67,0.09,10.55,0.15,0.76,5,0,0,Non-kin,0.61
GI_NF_1997_LZ_NF_1995,GI_NF_1997,LZ_NF_1995,Papio_ursinus,Moremi,C Group,2005,7.81,9.99,0.00,0.00,5.00,0.07,0.46,0,0,0,Non-kin,0.39
GI_NF_1997_LZ_NF_1995,GI_NF_1997,LZ_NF_1995,Papio_ursinus,Moremi,C Group,2003,5.81,7.99,0.00,0.61,6.94,0.54,0.39,4,0,1,Non-kin,-0.15
GI_NF_1997_LZ_NF_1995,GI_NF_1997,LZ_NF_1995,Papio_ursinus,Moremi,C Group,2004,6.81,8.99,0.67,0.38,11.39,0.15,0.52,2,0,0,Non-kin,0.37
GI_NF_1997_MA_NF_2002,GI_NF_1997,MA_NF_2002,Papio_ursinus,Moremi,C Group,2006,8.81,3.87,1.00,0.00,0.53,0.05,0.81,2,0,0,Non-kin,0.76
GI_NF_1997_NX_NF_2000,GI_NF_1997,NX_NF_2000,Papio_ursinus,Moremi,C Group,2005,7.81,4.58,0.41,0.00,5.99,0.07,0.83,1,0,0,Non-kin,0.76
GI_NF_1997_NX_NF_2000,GI_NF_1997,NX_NF_2000,Papio_ursinus,Moremi,C Group,2006,8.81,5.58,1.00,0.00,6.64,0.05,0.78,1,0,0,Non-kin,0.73
